Date,City,month,Year,PM2.5,PM10,Nitric,NH3,CO,SO2,O3,AQI,AQI_Bucket,Season,Month
2018-10-09,Jorapokhar,10,2018,59.04,362.61,71.25999999999999,6.55,0.0,9.22,18.49,307.0,Very Poor,Post-Monsoon,Oct
2018-10-10,Jorapokhar,10,2018,59.04,358.43,71.25999999999999,6.55,0.0,9.22,16.69,352.0,Very Poor,Post-Monsoon,Oct
2018-10-11,Jorapokhar,10,2018,59.04,105.58,71.25999999999999,6.58,0.0,9.22,10.82,173.0,Moderate,Post-Monsoon,Oct
2018-10-12,Jorapokhar,10,2018,59.04,134.55,71.25999999999999,6.56,0.0,9.22,9.49,107.0,Moderate,Post-Monsoon,Oct
2018-10-13,Jorapokhar,10,2018,59.04,134.45,71.25999999999999,6.53,0.0,9.22,15.58,122.0,Moderate,Post-Monsoon,Oct
2018-10-14,Jorapokhar,10,2018,59.04,127.22,71.25999999999999,6.57,0.0,9.22,19.84,124.0,Moderate,Post-Monsoon,Oct
2018-10-15,Jorapokhar,10,2018,59.04,105.58,71.25999999999999,6.53,0.0,9.22,30.06,117.0,Moderate,Post-Monsoon,Oct
2018-10-16,Jorapokhar,10,2018,59.04,379.98,71.25999999999999,6.62,0.0,9.22,62.89,59.04,Satisfactory,Post-Monsoon,Oct
2018-10-17,Jorapokhar,10,2018,59.04,286.64,71.25999999999999,6.55,0.0,9.22,35.78,244.0,Poor,Post-Monsoon,Oct
2018-10-18,Jorapokhar,10,2018,59.04,293.44,71.25999999999999,6.61,0.0,9.22,26.8,245.0,Poor,Post-Monsoon,Oct
2018-10-19,Jorapokhar,10,2018,59.04,283.64,71.25999999999999,6.61,0.0,9.22,30.43,225.0,Poor,Post-Monsoon,Oct
2018-10-20,Jorapokhar,10,2018,59.04,222.86,71.25999999999999,6.58,0.0,9.22,29.82,223.0,Poor,Post-Monsoon,Oct
2018-10-21,Jorapokhar,10,2018,59.04,292.8,71.25999999999999,6.57,0.0,9.22,27.09,204.0,Poor,Post-Monsoon,Oct
2018-10-22,Jorapokhar,10,2018,59.04,397.63,71.25999999999999,6.6,0.0,9.22,27.74,321.0,Very Poor,Post-Monsoon,Oct
2018-10-23,Jorapokhar,10,2018,59.04,379.78,71.25999999999999,6.65,0.0,9.22,25.74,334.0,Very Poor,Post-Monsoon,Oct
2018-10-24,Jorapokhar,10,2018,59.04,262.56,71.25999999999999,6.6,0.0,9.22,31.32,264.0,Poor,Post-Monsoon,Oct
2018-10-25,Jorapokhar,10,2018,59.04,258.84,71.25999999999999,6.68,0.0,9.22,29.8,219.0,Poor,Post-Monsoon,Oct
2018-10-26,Jorapokhar,10,2018,59.04,299.21,71.25999999999999,6.6,0.0,9.22,31.37,215.0,Poor,Post-Monsoon,Oct
2018-10-27,Jorapokhar,10,2018,59.04,267.77,71.25999999999999,6.64,0.0,9.22,22.19,248.0,Poor,Post-Monsoon,Oct
2018-10-28,Jorapokhar,10,2018,59.04,254.9,71.25999999999999,6.59,0.0,9.22,25.82,208.0,Poor,Post-Monsoon,Oct
2018-10-29,Jorapokhar,10,2018,59.04,278.32,71.25999999999999,6.65,0.0,9.22,23.14,237.0,Poor,Post-Monsoon,Oct
2018-10-30,Jorapokhar,10,2018,59.04,192.25,71.25999999999999,6.64,0.0,9.22,19.4,179.0,Moderate,Post-Monsoon,Oct
2018-10-31,Jorapokhar,10,2018,59.04,227.19,71.25999999999999,6.63,0.0,9.22,25.82,179.0,Moderate,Post-Monsoon,Oct
2018-11-01,Jorapokhar,11,2018,78.96,268.34,82.35499999999999,6.65,0.0,10.81,17.26,193.0,Moderate,Post-Monsoon,Nov
2018-11-02,Jorapokhar,11,2018,78.96,295.6,82.35499999999999,6.63,0.0,10.81,30.67,232.0,Poor,Post-Monsoon,Nov
2018-11-03,Jorapokhar,11,2018,78.96,300.9,82.35499999999999,6.71,0.0,10.81,11.88,252.0,Poor,Post-Monsoon,Nov
2018-11-04,Jorapokhar,11,2018,78.96,338.4,82.35499999999999,6.72,0.0,10.81,13.32,259.0,Poor,Post-Monsoon,Nov
2018-11-05,Jorapokhar,11,2018,78.96,320.33,82.35499999999999,6.72,0.0,10.81,24.42,311.0,Very Poor,Post-Monsoon,Nov
2018-11-06,Jorapokhar,11,2018,78.96,314.2,82.35499999999999,6.66,0.0,10.81,18.83,229.0,Poor,Post-Monsoon,Nov
2018-11-07,Jorapokhar,11,2018,78.96,429.17,82.35499999999999,6.71,0.0,10.81,68.7,340.0,Very Poor,Post-Monsoon,Nov
2018-11-08,Jorapokhar,11,2018,78.96,466.99,82.35499999999999,6.66,0.0,10.81,86.12,445.0,Severe,Post-Monsoon,Nov
2018-11-09,Jorapokhar,11,2018,78.96,330.12,82.35499999999999,6.79,0.0,10.81,76.23,370.0,Very Poor,Post-Monsoon,Nov
2018-11-10,Jorapokhar,11,2018,78.96,365.35,82.35499999999999,6.7,0.0,10.81,26.92,279.0,Poor,Post-Monsoon,Nov
2018-11-11,Jorapokhar,11,2018,78.96,339.24,82.35499999999999,6.67,0.0,10.81,27.08,310.0,Very Poor,Post-Monsoon,Nov
2018-11-12,Jorapokhar,11,2018,78.96,388.77,82.35499999999999,6.64,0.0,10.81,30.43,308.0,Very Poor,Post-Monsoon,Nov
2018-11-13,Jorapokhar,11,2018,78.96,396.72,82.35499999999999,6.63,0.0,10.81,43.21,382.0,Very Poor,Post-Monsoon,Nov
2018-11-14,Jorapokhar,11,2018,78.96,488.67,82.35499999999999,6.65,0.0,10.81,15.75,377.0,Very Poor,Post-Monsoon,Nov
2018-11-15,Jorapokhar,11,2018,78.96,454.92,82.35499999999999,6.59,0.0,10.81,18.39,501.0,Severe,Post-Monsoon,Nov
2018-11-16,Jorapokhar,11,2018,78.96,209.08,82.35499999999999,6.625,0.0,10.81,36.33,414.0,Severe,Post-Monsoon,Nov
2018-11-17,Jorapokhar,11,2018,78.96,209.08,82.35499999999999,6.625,0.0,10.81,36.33,78.96,Satisfactory,Post-Monsoon,Nov
2018-11-18,Jorapokhar,11,2018,78.96,209.08,82.35499999999999,6.625,0.0,10.81,36.33,78.96,Satisfactory,Post-Monsoon,Nov
2018-11-19,Jorapokhar,11,2018,78.96,209.08,82.35499999999999,6.625,0.0,10.81,36.33,78.96,Satisfactory,Post-Monsoon,Nov
2018-11-20,Jorapokhar,11,2018,78.96,735.36,82.35499999999999,6.78,0.0,10.81,9.68,78.96,Satisfactory,Post-Monsoon,Nov
2018-11-21,Jorapokhar,11,2018,78.96,469.99,82.35499999999999,6.6,0.0,10.81,16.59,538.0,Severe,Post-Monsoon,Nov
2018-11-22,Jorapokhar,11,2018,78.96,326.64,82.35499999999999,6.62,0.0,10.81,20.61,351.0,Very Poor,Post-Monsoon,Nov
2018-11-23,Jorapokhar,11,2018,78.96,336.19,82.35499999999999,6.67,0.0,10.81,21.73,276.0,Poor,Post-Monsoon,Nov
2018-11-24,Jorapokhar,11,2018,78.96,322.36,82.35499999999999,6.56,0.0,87.14,23.21,292.0,Poor,Post-Monsoon,Nov
2018-11-25,Jorapokhar,11,2018,78.96,397.89,82.35499999999999,6.63,0.0,73.35,19.47,285.0,Poor,Post-Monsoon,Nov
2018-11-26,Jorapokhar,11,2018,78.96,458.18,82.35499999999999,6.65,0.0,70.85,13.01,400.0,Very Poor,Post-Monsoon,Nov
2018-11-27,Jorapokhar,11,2018,78.96,456.38,82.35499999999999,6.72,0.0,82.39,13.21,447.0,Severe,Post-Monsoon,Nov
2018-11-28,Jorapokhar,11,2018,78.96,369.99,82.35499999999999,6.6,0.0,72.44,33.52,379.0,Very Poor,Post-Monsoon,Nov
2018-11-29,Jorapokhar,11,2018,78.96,373.13,82.35499999999999,6.61,0.0,84.29,9.01,340.0,Very Poor,Post-Monsoon,Nov
2018-11-30,Jorapokhar,11,2018,78.96,354.37,82.35499999999999,6.67,0.0,80.77,28.14,313.0,Very Poor,Post-Monsoon,Nov
2018-12-01,Jorapokhar,12,2018,78.56,389.15,84.32,6.64,0.0,55.6,24.87,300.0,Poor,Winter,Dec
2018-12-02,Jorapokhar,12,2018,78.56,388.47,84.32,6.57,0.0,56.59,15.8,396.0,Very Poor,Winter,Dec
2018-12-03,Jorapokhar,12,2018,78.56,350.58,84.32,6.67,0.0,60.73,21.87,324.0,Very Poor,Winter,Dec
2018-12-04,Jorapokhar,12,2018,78.56,410.45,84.32,6.66,0.0,71.8,98.28,292.0,Poor,Winter,Dec
2018-12-05,Jorapokhar,12,2018,78.56,639.27,84.32,6.74,0.0,22.2,43.95,78.56,Satisfactory,Winter,Dec
2018-12-06,Jorapokhar,12,2018,78.56,417.79,84.32,6.73,0.0,46.54,31.47,78.56,Satisfactory,Winter,Dec
2018-12-07,Jorapokhar,12,2018,78.56,330.05,84.32,6.69,0.0,97.54,26.86,78.56,Satisfactory,Winter,Dec
2018-12-08,Jorapokhar,12,2018,78.56,241.05,84.32,6.62,0.0,10.71,32.6,78.56,Satisfactory,Winter,Dec
2018-12-09,Jorapokhar,12,2018,78.56,241.05,84.32,6.62,0.0,10.71,32.6,78.56,Satisfactory,Winter,Dec
2018-12-10,Jorapokhar,12,2018,78.56,599.35,84.32,6.76,0.0,97.68,15.65,78.56,Satisfactory,Winter,Dec
2018-12-11,Jorapokhar,12,2018,78.56,528.33,84.32,6.7,0.0,103.12,9.27,569.0,Severe,Winter,Dec
2018-12-12,Jorapokhar,12,2018,78.56,493.89,84.32,6.63,0.0,84.34,10.17,460.0,Severe,Winter,Dec
2018-12-13,Jorapokhar,12,2018,78.56,488.84,84.32,6.68,0.0,100.25,7.98,470.0,Severe,Winter,Dec
2018-12-14,Jorapokhar,12,2018,78.56,499.41,84.32,6.68,0.0,100.62,15.21,560.0,Severe,Winter,Dec
2018-12-15,Jorapokhar,12,2018,78.56,301.18,84.32,6.62,0.0,68.52,19.75,325.0,Very Poor,Winter,Dec
2018-12-16,Jorapokhar,12,2018,78.56,343.44,84.32,6.67,0.0,76.67,15.25,250.0,Poor,Winter,Dec
2018-12-17,Jorapokhar,12,2018,78.56,266.98,84.32,6.61,0.0,49.26,9.67,285.0,Poor,Winter,Dec
2018-12-18,Jorapokhar,12,2018,78.56,117.61,84.32,6.61,0.0,44.83,7.77,196.0,Moderate,Winter,Dec
2018-12-19,Jorapokhar,12,2018,78.56,268.12,84.32,6.62,0.0,39.31,8.58,118.0,Moderate,Winter,Dec
2018-12-20,Jorapokhar,12,2018,78.56,493.13,84.32,6.66,0.0,65.28,13.96,420.0,Severe,Winter,Dec
2018-12-21,Jorapokhar,12,2018,78.56,373.4,84.32,6.69,0.0,48.49,16.74,398.0,Very Poor,Winter,Dec
2018-12-22,Jorapokhar,12,2018,78.56,519.85,84.32,6.7,0.0,31.15,6.79,345.0,Very Poor,Winter,Dec
2018-12-23,Jorapokhar,12,2018,78.56,241.05,84.32,6.62,0.0,10.71,32.6,78.56,Satisfactory,Winter,Dec
2018-12-24,Jorapokhar,12,2018,78.56,249.85,84.32,6.69,0.0,83.84,37.4,78.56,Satisfactory,Winter,Dec
2018-12-25,Jorapokhar,12,2018,78.56,241.05,84.32,6.62,0.0,10.71,32.6,78.56,Satisfactory,Winter,Dec
2018-12-26,Jorapokhar,12,2018,78.56,493.48,84.32,6.74,0.0,94.0,80.46,78.56,Satisfactory,Winter,Dec
2018-12-27,Jorapokhar,12,2018,78.56,378.14,84.32,6.62,0.0,71.42,54.7,406.0,Severe,Winter,Dec
2018-12-28,Jorapokhar,12,2018,78.56,296.7,84.32,6.71,0.0,51.28,20.19,271.0,Poor,Winter,Dec
2018-12-29,Jorapokhar,12,2018,78.56,357.16,84.32,6.67,0.0,121.29,22.13,239.0,Poor,Winter,Dec
2018-12-30,Jorapokhar,12,2018,78.56,362.09,84.32,6.72,0.0,66.35,16.12,295.0,Poor,Winter,Dec
2018-12-31,Jorapokhar,12,2018,78.56,413.78,84.32,6.69,0.0,71.01,18.74,341.0,Very Poor,Winter,Dec
2019-01-01,Jorapokhar,1,2019,78.025,484.34,81.815,6.66,0.0,57.26,16.6,440.0,Severe,Winter,Jan
2019-01-02,Jorapokhar,1,2019,78.025,422.12,81.815,6.7,0.0,56.69,17.35,442.0,Severe,Winter,Jan
2019-01-03,Jorapokhar,1,2019,78.025,502.23,81.815,6.7,0.0,92.36,24.93,463.0,Severe,Winter,Jan
2019-01-04,Jorapokhar,1,2019,78.025,559.79,81.815,6.68,0.0,77.15,31.63,483.0,Severe,Winter,Jan
2019-01-05,Jorapokhar,1,2019,78.025,599.3,81.815,6.74,0.0,72.4,58.45,604.0,Severe,Winter,Jan
2019-01-06,Jorapokhar,1,2019,78.025,500.88,81.815,6.67,0.0,84.93,31.31,575.0,Severe,Winter,Jan
2019-01-07,Jorapokhar,1,2019,78.025,549.21,81.815,6.75,0.0,88.68,8.46,569.0,Severe,Winter,Jan
2019-01-08,Jorapokhar,1,2019,78.025,331.19,81.815,6.14,0.0,59.22,14.64,342.0,Very Poor,Winter,Jan
2019-01-09,Jorapokhar,1,2019,217.13,278.74,81.815,6.27,0.0,63.8,117.3,277.0,Poor,Winter,Jan
2019-01-10,Jorapokhar,1,2019,140.03,200.64,81.815,6.3,0.0,53.83,31.68,280.0,Poor,Winter,Jan
2019-01-11,Jorapokhar,1,2019,155.38,242.69,81.815,6.37,0.0,81.28,12.57,335.0,Very Poor,Winter,Jan
2019-01-12,Jorapokhar,1,2019,166.85,262.83,81.815,6.4,0.0,86.1,12.37,324.0,Very Poor,Winter,Jan
2019-01-13,Jorapokhar,1,2019,179.51,300.54,81.815,6.35,0.0,91.58,18.36,345.0,Very Poor,Winter,Jan
2019-01-14,Jorapokhar,1,2019,161.22,297.14,81.815,6.28,0.0,100.81,53.85,352.0,Very Poor,Winter,Jan
2019-01-15,Jorapokhar,1,2019,97.48,156.89,81.815,6.23,0.0,49.13,117.83,273.0,Poor,Winter,Jan
2019-01-16,Jorapokhar,1,2019,105.12,175.15,81.815,6.37,0.0,53.84,55.36,220.0,Poor,Winter,Jan
2019-01-17,Jorapokhar,1,2019,120.37,199.94,81.815,6.37,0.0,75.24,40.67,288.0,Poor,Winter,Jan
2019-01-18,Jorapokhar,1,2019,116.5,192.38,81.815,6.35,0.0,55.29,32.22,301.0,Very Poor,Winter,Jan
2019-01-19,Jorapokhar,1,2019,115.44,204.44,81.815,6.27,0.0,68.45,90.95,272.0,Poor,Winter,Jan
2019-01-20,Jorapokhar,1,2019,126.81,222.39,81.815,6.3,0.0,77.2,43.08,300.0,Poor,Winter,Jan
2019-01-21,Jorapokhar,1,2019,113.6,218.59,81.815,6.35,0.0,73.2,51.84,296.0,Poor,Winter,Jan
2019-01-22,Jorapokhar,1,2019,159.44,288.67,81.815,6.37,0.0,92.27,31.6,317.0,Very Poor,Winter,Jan
2019-01-23,Jorapokhar,1,2019,129.29,228.51,81.815,6.36,0.0,114.35,32.31,316.0,Very Poor,Winter,Jan
2019-01-24,Jorapokhar,1,2019,121.03,218.6,81.815,6.29,0.0,87.95,42.44,297.0,Poor,Winter,Jan
2019-01-25,Jorapokhar,1,2019,101.74,191.07,81.815,6.35,0.0,104.06,30.29,277.0,Poor,Winter,Jan
2019-01-26,Jorapokhar,1,2019,104.28,180.63,81.815,6.34,0.0,68.96,16.73,238.0,Poor,Winter,Jan
2019-01-27,Jorapokhar,1,2019,74.06,113.37,81.815,6.32,0.0,41.02,32.81,202.0,Poor,Winter,Jan
2019-01-28,Jorapokhar,1,2019,72.47,120.12,81.815,6.32,0.0,41.44,39.49,135.0,Moderate,Winter,Jan
2019-01-29,Jorapokhar,1,2019,58.89,107.66,81.815,6.28,0.0,41.58,46.17,128.0,Moderate,Winter,Jan
2019-01-30,Jorapokhar,1,2019,73.78,145.37,81.815,6.39,0.0,65.88,28.75,110.0,Moderate,Winter,Jan
2019-01-31,Jorapokhar,1,2019,128.32,234.17,81.815,6.33,0.0,84.29,29.38,262.0,Poor,Winter,Jan
2019-02-01,Jorapokhar,2,2019,118.18,216.22,74.0,6.41,0.0,84.97,10.94,302.0,Very Poor,Winter,Feb
2019-02-02,Jorapokhar,2,2019,91.4,184.04,74.0,6.34,0.0,82.05,14.27,247.0,Poor,Winter,Feb
2019-02-03,Jorapokhar,2,2019,100.41,203.47,74.0,6.39,0.0,100.81,14.29,219.0,Poor,Winter,Feb
2019-02-04,Jorapokhar,2,2019,96.46,181.49,74.0,6.33,0.0,95.05,16.01,233.0,Poor,Winter,Feb
2019-02-05,Jorapokhar,2,2019,99.72,174.35,74.0,6.33,0.0,94.12,17.84,215.0,Poor,Winter,Feb
2019-02-06,Jorapokhar,2,2019,96.14,189.46,74.0,6.31,0.0,87.35,15.47,215.0,Poor,Winter,Feb
2019-02-07,Jorapokhar,2,2019,120.88,243.09,74.0,6.29,0.0,145.94,14.8,280.0,Poor,Winter,Feb
2019-02-08,Jorapokhar,2,2019,120.88,211.96,74.0,6.28,0.0,130.0,16.21,289.0,Poor,Winter,Feb
2019-02-09,Jorapokhar,2,2019,64.5,116.84,74.0,6.26,0.0,10.17,26.43,203.0,Poor,Winter,Feb
2019-02-10,Jorapokhar,2,2019,69.83,135.09,74.0,6.26,0.0,10.17,16.17,127.0,Moderate,Winter,Feb
2019-02-11,Jorapokhar,2,2019,86.47,158.19,74.0,6.32,0.0,10.17,12.16,170.0,Moderate,Winter,Feb
2019-02-12,Jorapokhar,2,2019,88.14,153.71,74.0,6.34,0.0,113.82,14.91,178.0,Moderate,Winter,Feb
2019-02-13,Jorapokhar,2,2019,108.85,188.76,74.0,6.29,0.0,94.98,15.23,241.0,Poor,Winter,Feb
2019-02-14,Jorapokhar,2,2019,101.31,184.48,74.0,6.34,0.0,68.06,16.05,257.0,Poor,Winter,Feb
2019-02-15,Jorapokhar,2,2019,90.96,162.28,74.0,6.31,0.0,10.98,14.95,238.0,Poor,Winter,Feb
2019-02-16,Jorapokhar,2,2019,24.75,38.27,74.0,6.28,0.0,10.17,17.35,93.0,Satisfactory,Winter,Feb
2019-02-17,Jorapokhar,2,2019,41.96,72.82,74.0,6.34,0.0,10.17,22.64,57.0,Satisfactory,Winter,Feb
2019-02-18,Jorapokhar,2,2019,60.04,105.56,74.0,6.35,0.0,10.17,22.17,93.0,Satisfactory,Winter,Feb
2019-02-19,Jorapokhar,2,2019,99.32,197.98,74.0,6.43,0.0,10.17,102.64,171.0,Moderate,Winter,Feb
2019-02-20,Jorapokhar,2,2019,91.77,184.17,74.0,6.28,0.0,10.17,21.46,251.0,Poor,Winter,Feb
2019-02-21,Jorapokhar,2,2019,90.46,187.59,74.0,6.29,0.0,10.17,35.34,184.0,Moderate,Winter,Feb
2019-02-22,Jorapokhar,2,2019,117.15,231.32,74.0,6.31,0.0,10.17,20.79,250.0,Poor,Winter,Feb
2019-02-23,Jorapokhar,2,2019,74.2,138.7,74.0,6.32,0.0,10.17,71.76,230.0,Poor,Winter,Feb
2019-02-24,Jorapokhar,2,2019,57.84,119.52,74.0,6.37,0.0,10.17,23.48,111.0,Moderate,Winter,Feb
2019-02-25,Jorapokhar,2,2019,43.2,72.1,74.0,6.29,0.0,23.19,15.03,100.0,Satisfactory,Winter,Feb
2019-02-26,Jorapokhar,2,2019,58.96,106.55,74.0,6.32,0.0,18.48,14.35,84.0,Satisfactory,Winter,Feb
2019-02-27,Jorapokhar,2,2019,42.86,73.18,74.0,6.32,0.0,7.26,6.38,89.0,Satisfactory,Winter,Feb
2019-02-28,Jorapokhar,2,2019,25.2,62.61,74.0,6.37,0.0,6.28,59.31,115.0,Moderate,Winter,Feb
2019-03-01,Jorapokhar,3,2019,48.98,86.86,59.71,6.35,0.0,8.2,120.56,209.0,Poor,Summer,Mar
2019-03-02,Jorapokhar,3,2019,80.78,140.36,59.71,6.39,0.0,14.33,57.49,135.0,Moderate,Summer,Mar
2019-03-03,Jorapokhar,3,2019,85.67,152.5,59.71,6.37,0.0,15.43,40.81,183.0,Moderate,Summer,Mar
2019-03-04,Jorapokhar,3,2019,72.84,127.69,59.71,6.35,0.0,13.33,13.92,150.0,Moderate,Summer,Mar
2019-03-05,Jorapokhar,3,2019,81.29,145.5,59.71,6.36,0.0,12.93,15.55,167.0,Moderate,Summer,Mar
2019-03-06,Jorapokhar,3,2019,84.66,139.63,59.71,6.34,0.0,12.69,17.52,177.0,Moderate,Summer,Mar
2019-03-07,Jorapokhar,3,2019,46.5,84.04,59.71,6.32,0.0,7.77,23.27,123.0,Moderate,Summer,Mar
2019-03-08,Jorapokhar,3,2019,58.39,105.21,59.71,6.3,0.0,8.47,19.25,96.0,Satisfactory,Summer,Mar
2019-03-09,Jorapokhar,3,2019,67.94,137.38,59.71,6.3,0.0,12.14,16.54,110.0,Moderate,Summer,Mar
2019-03-10,Jorapokhar,3,2019,106.54,206.88,59.71,6.32,0.0,20.68,16.01,199.0,Moderate,Summer,Mar
2019-03-11,Jorapokhar,3,2019,85.43,159.49,59.71,6.32,0.0,13.16,19.92,226.0,Poor,Summer,Mar
2019-03-12,Jorapokhar,3,2019,87.37,166.13,59.71,6.29,0.0,15.37,16.32,176.0,Moderate,Summer,Mar
2019-03-13,Jorapokhar,3,2019,113.48,228.18,59.71,6.38,0.0,16.12,18.35,254.0,Poor,Summer,Mar
2019-03-14,Jorapokhar,3,2019,69.31,129.63,59.71,6.33,0.0,7.95,23.27,272.0,Poor,Summer,Mar
2019-03-15,Jorapokhar,3,2019,50.04,95.48,59.71,6.32,0.0,8.7,13.1,106.0,Moderate,Summer,Mar
2019-03-16,Jorapokhar,3,2019,40.09,71.28,59.71,6.23,0.0,7.97,24.67,80.0,Satisfactory,Summer,Mar
2019-03-17,Jorapokhar,3,2019,60.26,110.17,59.71,6.31,0.0,8.3,36.99,129.0,Moderate,Summer,Mar
2019-03-18,Jorapokhar,3,2019,38.16,68.99,59.71,6.31,0.0,7.65,16.92,77.0,Satisfactory,Summer,Mar
2019-03-19,Jorapokhar,3,2019,59.07,111.43,59.71,6.25,0.0,8.82,21.68,95.0,Satisfactory,Summer,Mar
2019-03-20,Jorapokhar,3,2019,68.47,129.0,59.71,6.32,0.0,11.22,29.03,128.0,Moderate,Summer,Mar
2019-03-21,Jorapokhar,3,2019,72.12,136.87,59.71,6.25,0.0,11.73,112.63,155.0,Moderate,Summer,Mar
2019-03-22,Jorapokhar,3,2019,38.02,90.59,59.71,6.31,0.0,9.02,25.05,107.0,Moderate,Summer,Mar
2019-03-23,Jorapokhar,3,2019,45.24,93.14,59.71,6.31,0.0,6.47,22.27,97.0,Satisfactory,Summer,Mar
2019-03-24,Jorapokhar,3,2019,61.9,141.18,59.71,6.31,0.0,10.5,20.33,115.0,Moderate,Summer,Mar
2019-03-25,Jorapokhar,3,2019,69.58,159.38,59.71,6.31,0.0,9.71,25.47,139.0,Moderate,Summer,Mar
2019-03-26,Jorapokhar,3,2019,85.68,205.23,59.71,6.19,0.0,10.63,12.17,170.0,Moderate,Summer,Mar
2019-03-27,Jorapokhar,3,2019,53.93,114.83,59.71,6.29,0.0,10.3,21.49,126.0,Moderate,Summer,Mar
2019-03-28,Jorapokhar,3,2019,69.81,150.68,59.71,6.32,0.0,15.02,19.76,128.0,Moderate,Summer,Mar
2019-03-29,Jorapokhar,3,2019,102.41,181.61,59.71,6.3,0.0,14.1,24.6,175.0,Moderate,Summer,Mar
2019-03-30,Jorapokhar,3,2019,51.93,132.345,59.71,6.87,0.0,9.83,35.74,51.93,Satisfactory,Summer,Mar
2019-03-31,Jorapokhar,3,2019,51.93,132.345,59.71,6.87,0.0,9.83,35.74,51.93,Satisfactory,Summer,Mar
2019-04-01,Jorapokhar,4,2019,54.36,85.61,52.599999999999994,6.29,0.0,6.67,9.1,54.36,Satisfactory,Summer,Apr
2019-04-02,Jorapokhar,4,2019,52.97,112.2,52.599999999999994,6.29,0.0,12.56,17.84,100.0,Satisfactory,Summer,Apr
2019-04-03,Jorapokhar,4,2019,79.81,169.61,52.599999999999994,6.33,0.0,12.75,18.2,137.0,Moderate,Summer,Apr
2019-04-04,Jorapokhar,4,2019,60.03,124.63,52.599999999999994,6.24,0.0,9.02,11.37,126.0,Moderate,Summer,Apr
2019-04-05,Jorapokhar,4,2019,57.54,112.16,52.599999999999994,6.32,0.0,4.01,4.35,114.0,Moderate,Summer,Apr
2019-04-06,Jorapokhar,4,2019,57.57,105.36,52.599999999999994,6.3,0.0,4.67,7.6,112.0,Moderate,Summer,Apr
2019-04-07,Jorapokhar,4,2019,38.85,72.37,52.599999999999994,6.26,0.0,8.22,15.51,78.0,Satisfactory,Summer,Apr
2019-04-08,Jorapokhar,4,2019,41.67,71.88,52.599999999999994,6.28,0.0,7.3,14.91,80.0,Satisfactory,Summer,Apr
2019-04-09,Jorapokhar,4,2019,54.19,101.85,52.599999999999994,6.27,0.0,9.89,14.99,87.0,Satisfactory,Summer,Apr
2019-04-10,Jorapokhar,4,2019,48.46,90.02,52.599999999999994,6.33,0.0,7.57,9.0,92.0,Satisfactory,Summer,Apr
2019-04-11,Jorapokhar,4,2019,70.14,129.73,52.599999999999994,6.28,0.0,6.88,11.34,105.0,Moderate,Summer,Apr
2019-04-12,Jorapokhar,4,2019,61.71,116.52,52.599999999999994,6.24,0.0,4.13,16.64,124.0,Moderate,Summer,Apr
2019-04-13,Jorapokhar,4,2019,55.67,116.8,52.599999999999994,6.26,0.0,8.72,26.77,113.0,Moderate,Summer,Apr
2019-04-14,Jorapokhar,4,2019,49.75,103.33,52.599999999999994,6.27,0.0,5.58,34.63,104.0,Moderate,Summer,Apr
2019-04-15,Jorapokhar,4,2019,60.83,126.33,52.599999999999994,6.3,0.0,4.1,58.23,111.0,Moderate,Summer,Apr
2019-04-16,Jorapokhar,4,2019,71.94,143.92,52.599999999999994,6.3,0.0,5.04,51.32,139.0,Moderate,Summer,Apr
2019-04-17,Jorapokhar,4,2019,79.9,255.49,52.599999999999994,6.27,0.0,7.75,132.95,234.0,Poor,Summer,Apr
2019-04-18,Jorapokhar,4,2019,43.59,94.13,52.599999999999994,6.31,0.0,7.91,58.32,137.0,Moderate,Summer,Apr
2019-04-19,Jorapokhar,4,2019,34.08,69.51,52.599999999999994,6.36,0.0,5.82,60.32,86.0,Satisfactory,Summer,Apr
2019-04-20,Jorapokhar,4,2019,34.25,73.45,52.599999999999994,6.29,0.0,6.77,64.38,98.0,Satisfactory,Summer,Apr
2019-04-21,Jorapokhar,4,2019,48.17,113.98,52.599999999999994,6.3,0.0,10.17,31.23,99.0,Satisfactory,Summer,Apr
2019-04-22,Jorapokhar,4,2019,46.56,81.89,52.599999999999994,6.3,0.0,9.66,24.09,87.0,Satisfactory,Summer,Apr
2019-04-23,Jorapokhar,4,2019,45.01,75.39,52.599999999999994,6.36,0.0,9.72,14.63,84.0,Satisfactory,Summer,Apr
2019-04-24,Jorapokhar,4,2019,42.445,93.85,52.599999999999994,6.31,1.8,9.91,18.78,90.0,Satisfactory,Summer,Apr
2019-04-25,Jorapokhar,4,2019,42.445,70.53,52.599999999999994,6.28,1.76,6.12,20.54,101.0,Moderate,Summer,Apr
2019-04-26,Jorapokhar,4,2019,42.445,91.32,52.599999999999994,6.19,1.87,5.88,43.9,118.0,Moderate,Summer,Apr
2019-04-27,Jorapokhar,4,2019,42.445,113.19,52.599999999999994,6.29,1.57,3.66,108.49,190.0,Moderate,Summer,Apr
2019-04-28,Jorapokhar,4,2019,42.445,162.53,52.599999999999994,6.5,2.01,6.14,62.28,148.0,Moderate,Summer,Apr
2019-04-29,Jorapokhar,4,2019,42.445,233.79,52.599999999999994,6.57,2.59,14.75,53.74,175.0,Moderate,Summer,Apr
2019-04-30,Jorapokhar,4,2019,42.445,106.54,52.599999999999994,6.63,1.74,4.95,46.06,146.0,Moderate,Summer,Apr
